Task_Name,Task_Desc,Date_Time,File_Name,Log_Message,Action_Taken
Training Model,Best Model Finding,2021-03-31 16:20:19.485927,,"Best Model for cluster-3 -> RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=2, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",
Training Model,Best Model Finding,2021-03-31 16:20:19.505928,,"Storing RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=2, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False) model at: Temp_Files/Training/Models/BestModels/Model_for_Cluster_RFC3.sav",
Training Model,Best Model Finding,2021-03-31 16:20:19.508928,,Extracting data of cluster-0,
Training Model,Best Model Finding,2021-03-31 16:20:19.514929,,Train_Test_Split of cluster-0,
Training Model,XGB model training,2021-03-31 16:20:19.514929,,Started,
Training Model,XGB model training - Best params,2021-03-31 16:21:04.934527,,"LearningRate:0.5, max_depth:3, n_estimators:10",
Training Model,XGB model training,2021-03-31 16:21:04.969529,,Model is trained for cluster-0,
Training Model,XGB model training,2021-03-31 16:21:04.972529,,XGB Score for cluster-0: 0.5,
Training Model,XGB model training,2021-03-31 16:21:04.972529,,Comleted,
Training Model,RFC model training,2021-03-31 16:21:04.972529,,Started,
Training Model,RFC model training - Best params,2021-03-31 16:21:32.731116,,"criterion:gini, max_depth:2, max_features:auto, n_estimators:10",
Training Model,RFC model training,2021-03-31 16:21:32.752118,,Model is trained for cluster-0,
Training Model,RFC model training,2021-03-31 16:21:32.752118,,Comleted,
Training Model,RFC model training,2021-03-31 16:21:32.754118,,RFC Score for cluster-0: 0.5,
Training Model,Best Model Finding,2021-03-31 16:21:32.754118,,"Best Model for cluster-0 -> RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=2, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",
Training Model,Best Model Finding,2021-03-31 16:21:32.769119,,"Storing RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=2, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False) model at: Temp_Files/Training/Models/BestModels/Model_for_Cluster_RFC0.sav",
Training Model,Best Model Finding,2021-03-31 16:21:32.773119,,Extracting data of cluster-1,
Training Model,Best Model Finding,2021-03-31 16:21:32.779119,,Train_Test_Split of cluster-1,
Training Model,XGB model training,2021-03-31 16:21:32.779119,,Started,
Training Model,XGB model training - Best params,2021-03-31 16:23:32.107944,,"LearningRate:0.5, max_depth:3, n_estimators:10",
Training Model,XGB model training,2021-03-31 16:23:32.186949,,Model is trained for cluster-1,
Training Model,XGB model training,2021-03-31 16:23:32.189949,,XGB Score for cluster-1: 0.5,
Training Model,XGB model training,2021-03-31 16:23:32.189949,,Comleted,
Training Model,RFC model training,2021-03-31 16:23:32.189949,,Started,
Training Model,RFC model training - Best params,2021-03-31 16:24:14.634377,,"criterion:gini, max_depth:2, max_features:auto, n_estimators:50",
Training Model,RFC model training,2021-03-31 16:24:14.827388,,Model is trained for cluster-1,
Training Model,RFC model training,2021-03-31 16:24:14.827388,,Comleted,
Training Model,RFC model training,2021-03-31 16:24:14.830388,,RFC Score for cluster-1: 0.5,
Training Model,Best Model Finding,2021-03-31 16:24:14.830388,,"Best Model for cluster-1 -> RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=2, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",
Training Model,Best Model Finding,2021-03-31 16:24:14.911393,,"Storing RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=2, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False) model at: Temp_Files/Training/Models/BestModels/Model_for_Cluster_RFC1.sav",
Training Model,Best Model Finding,2021-03-31 16:24:14.916393,,Extracting data of cluster-4,
Training Model,Best Model Finding,2021-03-31 16:24:14.922393,,Train_Test_Split of cluster-4,
Training Model,XGB model training,2021-03-31 16:24:14.922393,,Started,
Training Model,XGB model training - Best params,2021-03-31 16:25:39.981258,,"LearningRate:0.5, max_depth:3, n_estimators:10",
Training Model,XGB model training,2021-03-31 16:25:40.047262,,Model is trained for cluster-4,
Training Model,XGB model training,2021-03-31 16:25:40.050262,,XGB Score for cluster-4: 0.5,
Training Model,XGB model training,2021-03-31 16:25:40.050262,,Comleted,
Training Model,RFC model training,2021-03-31 16:25:40.050262,,Started,
Training Model,RFC model training - Best params,2021-03-31 16:26:16.862368,,"criterion:gini, max_depth:2, max_features:auto, n_estimators:10",
Training Model,RFC model training,2021-03-31 16:26:16.891369,,Model is trained for cluster-4,
Training Model,RFC model training,2021-03-31 16:26:16.891369,,Comleted,
Training Model,RFC model training,2021-03-31 16:26:16.894370,,RFC Score for cluster-4: 0.5,
Training Model,Best Model Finding,2021-03-31 16:26:16.894370,,"Best Model for cluster-4 -> RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=2, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",
Training Model,Best Model Finding,2021-03-31 16:26:16.910371,,"Storing RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=2, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False) model at: Temp_Files/Training/Models/BestModels/Model_for_Cluster_RFC4.sav",
Training Model,Best Model Finding,2021-03-31 16:26:16.911371,,Completed,
Training Model,Model training,2021-03-31 16:26:16.911371,,Completed,
